gene_claim_name	nomenclature	concept_id	gene_name	source_db_name	source_db_version
INSRR	Gene Symbol	hgnc:6093	INSRR	MskImpact	May-15
GREM1	Gene Symbol	hgnc:2001	GREM1	MskImpact	May-15
IRS2	Gene Symbol	hgnc:6126	IRS2	MskImpact	May-15
KDR	Gene Symbol	hgnc:6307	KDR	MskImpact	May-15
JUN	Gene Symbol	hgnc:6204	JUN	MskImpact	May-15
MAP2K4	Gene Symbol	hgnc:6844	MAP2K4	MskImpact	May-15
PAK1	Gene Symbol	hgnc:8590	PAK1	MskImpact	May-15
PIK3C3	Gene Symbol	hgnc:8974	PIK3C3	MskImpact	May-15
MYD88	Gene Symbol	hgnc:7562	MYD88	MskImpact	May-15
PIK3CD	Gene Symbol	hgnc:8977	PIK3CD	MskImpact	May-15
MYCL1	Gene Symbol	hgnc:7555	MYCL	MskImpact	May-15
MUTYH	Gene Symbol	hgnc:7527	MUTYH	MskImpact	May-15
MLL	Gene Symbol	hgnc:7132	KMT2A	MskImpact	May-15
NBN	Gene Symbol	hgnc:7652	NBN	MskImpact	May-15
PIK3R3	Gene Symbol	hgnc:8981	PIK3R3	MskImpact	May-15
PDGFRB	Gene Symbol	hgnc:8804	PDGFRB	MskImpact	May-15
NTRK3	Gene Symbol	hgnc:8033	NTRK3	MskImpact	May-15
MET	Gene Symbol	hgnc:7029	MET	MskImpact	May-15
PNRC1	Gene Symbol	hgnc:17278	PNRC1	MskImpact	May-15
PIK3CB	Gene Symbol	hgnc:8976	PIK3CB	MskImpact	May-15
PIM1	Gene Symbol	hgnc:8986	PIM1	MskImpact	May-15
PLK2	Gene Symbol	hgnc:19699	PLK2	MskImpact	May-15
PDCD1	Gene Symbol	hgnc:8760	PDCD1	MskImpact	May-15
PMAIP1	Gene Symbol	hgnc:9108	PMAIP1	MskImpact	May-15
MYC	Gene Symbol	hgnc:7553	MYC	MskImpact	May-15
NF2	Gene Symbol	hgnc:7773	NF2	MskImpact	May-15
NPM1	Gene Symbol	hgnc:7910	NPM1	MskImpact	May-15
PMS2	Gene Symbol	hgnc:9122	PMS2	MskImpact	May-15
PALB2	Gene Symbol	hgnc:26144	PALB2	MskImpact	May-15
MSH2	Gene Symbol	hgnc:7325	MSH2	MskImpact	May-15
PMS1	Gene Symbol	hgnc:9121	PMS1	MskImpact	May-15
NSD1	Gene Symbol	hgnc:14234	NSD1	MskImpact	May-15
PHOX2B	Gene Symbol	hgnc:9143	PHOX2B	MskImpact	May-15
MTOR	Gene Symbol	hgnc:3942	MTOR	MskImpact	May-15
MEF2B	Gene Symbol	hgnc:39979	BORCS8-MEF2B	MskImpact	May-15
NKX3-1	Gene Symbol	hgnc:7838	NKX3-1	MskImpact	May-15
MYOD1	Gene Symbol	hgnc:7611	MYOD1	MskImpact	May-15
NUTM1	Gene Symbol	hgnc:29919	NUTM1	MskImpact	May-15
NOTCH2	Gene Symbol	hgnc:7882	NOTCH2	MskImpact	May-15
PIK3R2	Gene Symbol	hgnc:8980	PIK3R2	MskImpact	May-15
PAK7	Gene Symbol	hgnc:15916	PAK5	MskImpact	May-15
NRAS	Gene Symbol	hgnc:7989	NRAS	MskImpact	May-15
MLH1	Gene Symbol	hgnc:7127	MLH1	MskImpact	May-15
NOTCH1	Gene Symbol	hgnc:7881	NOTCH1	MskImpact	May-15
PDPK1	Gene Symbol	hgnc:8816	PDPK1	MskImpact	May-15
PIK3C2G	Gene Symbol	hgnc:8973	PIK3C2G	MskImpact	May-15
MPL	Gene Symbol	hgnc:7217	MPL	MskImpact	May-15
MITF	Gene Symbol	hgnc:7105	MITF	MskImpact	May-15
NTRK2	Gene Symbol	hgnc:8032	NTRK2	MskImpact	May-15
MLL2	Gene Symbol	hgnc:7133	KMT2D	MskImpact	May-15
NF1	Gene Symbol	hgnc:7765	NF1	MskImpact	May-15
MRE11A	Gene Symbol	hgnc:7230	MRE11	MskImpact	May-15
MEN1	Gene Symbol	hgnc:7010	MEN1	MskImpact	May-15
MSH6	Gene Symbol	hgnc:7329	MSH6	MskImpact	May-15
SMAD2	Gene Symbol	hgnc:6768	SMAD2	MskImpact	May-15
PTPRT	Gene Symbol	hgnc:9682	PTPRT	MskImpact	May-15
SPEN	Gene Symbol	hgnc:17575	SPEN	MskImpact	May-15
RYBP	Gene Symbol	hgnc:10480	RYBP	MskImpact	May-15
PTEN	Gene Symbol	hgnc:9588	PTEN	MskImpact	May-15
RIT1	Gene Symbol	hgnc:10023	RIT1	MskImpact	May-15
PTCH1	Gene Symbol	hgnc:9585	PTCH1	MskImpact	May-15
RAF1	Gene Symbol	hgnc:9829	RAF1	MskImpact	May-15
SDHA	Gene Symbol	hgnc:10680	SDHA	MskImpact	May-15
SDHB	Gene Symbol	hgnc:10681	SDHB	MskImpact	May-15
RAD54L	Gene Symbol	hgnc:9826	RAD54L	MskImpact	May-15
POLE	Gene Symbol	hgnc:9177	POLE	MskImpact	May-15
RAD51D	Gene Symbol	hgnc:9823	RAD51D	MskImpact	May-15
PTPRS	Gene Symbol	hgnc:9681	PTPRS	MskImpact	May-15
PPP2R1A	Gene Symbol	hgnc:9302	PPP2R1A	MskImpact	May-15
PREX2	Gene Symbol	hgnc:22950	PREX2	MskImpact	May-15
SMARCA4	Gene Symbol	hgnc:11100	SMARCA4	MskImpact	May-15
SOX9	Gene Symbol	hgnc:11204	SOX9	MskImpact	May-15
STK11	Gene Symbol	hgnc:11389	STK11	MskImpact	May-15
SH2D1A	Gene Symbol	hgnc:10820	SH2D1A	MskImpact	May-15
RET	Gene Symbol	hgnc:9967	RET	MskImpact	May-15
RAC1	Gene Symbol	hgnc:9801	RAC1	MskImpact	May-15
SHQ1	Gene Symbol	hgnc:25543	SHQ1	MskImpact	May-15
RHOA	Gene Symbol	hgnc:667	RHOA	MskImpact	May-15
SF3B1	Gene Symbol	hgnc:10768	SF3B1	MskImpact	May-15
STK40	Gene Symbol	hgnc:21373	STK40	MskImpact	May-15
SOX17	Gene Symbol	hgnc:18122	SOX17	MskImpact	May-15
RAD50	Gene Symbol	hgnc:9816	RAD50	MskImpact	May-15
SDHD	Gene Symbol	hgnc:10683	SDHD	MskImpact	May-15
RFWD2	Gene Symbol	hgnc:17440	COP1	MskImpact	May-15
RASA1	Gene Symbol	hgnc:9871	RASA1	MskImpact	May-15
PRKAR1A	Gene Symbol	hgnc:9388	PRKAR1A	MskImpact	May-15
RPS6KB2	Gene Symbol	hgnc:10437	RPS6KB2	MskImpact	May-15
RUNX1	Gene Symbol	hgnc:10471	RUNX1	MskImpact	May-15
PRDM1	Gene Symbol	hgnc:9346	PRDM1	MskImpact	May-15
STAG2	Gene Symbol	hgnc:11355	STAG2	MskImpact	May-15
SRSF2	Gene Symbol	hgnc:10783	SRSF2	MskImpact	May-15
SMARCB1	Gene Symbol	hgnc:11103	SMARCB1	MskImpact	May-15
SMAD4	Gene Symbol	hgnc:6770	SMAD4	MskImpact	May-15
SMAD3	Gene Symbol	hgnc:6769	SMAD3	MskImpact	May-15
SRC	Gene Symbol	hgnc:11283	SRC	MskImpact	May-15
RECQL4	Gene Symbol	hgnc:9949	RECQL4	MskImpact	May-15
ROS1	Gene Symbol	hgnc:10261	ROS1	MskImpact	May-15
RPTOR	Gene Symbol	hgnc:30287	RPTOR	MskImpact	May-15
SMARCD1	Gene Symbol	hgnc:11106	SMARCD1	MskImpact	May-15
RBM10	Gene Symbol	hgnc:9896	RBM10	MskImpact	May-15
SDHC	Gene Symbol	hgnc:10682	SDHC	MskImpact	May-15
RAD51B	Gene Symbol	hgnc:9822	RAD51B	MskImpact	May-15
RARG	Gene Symbol	hgnc:9866	RARG	GO	10-Apr-24
VTCN1	Gene Symbol	hgnc:28873	VTCN1	MskImpact	May-15
SYK	Gene Symbol	hgnc:11491	SYK	MskImpact	May-15
TP53	Gene Symbol	hgnc:11998	TP53	MskImpact	May-15
BRAF	Gene Symbol	hgnc:1097	BRAF	MyCancerGenome	20-Jun-17
CDK1	Gene Symbol	hgnc:1722	CDK1	MyCancerGenome	20-Jun-17
CDK5	Gene Symbol	hgnc:1774	CDK5	MyCancerGenome	20-Jun-17
CDK9	Gene Symbol	hgnc:1780	CDK9	MyCancerGenome	20-Jun-17
CSF1R	Gene Symbol	hgnc:2433	CSF1R	MyCancerGenome	20-Jun-17
EGFR	Gene Symbol	hgnc:3236	EGFR	MyCancerGenome	20-Jun-17
FLT3	Gene Symbol	hgnc:3765	FLT3	MyCancerGenome	20-Jun-17
IGF1R	Gene Symbol	hgnc:5465	IGF1R	MyCancerGenome	20-Jun-17
JAK1	Gene Symbol	hgnc:6190	JAK1	MyCancerGenome	20-Jun-17
LYN	Gene Symbol	hgnc:6735	LYN	MyCancerGenome	20-Jun-17
TGFBR2	Gene Symbol	hgnc:11773	TGFBR2	MskImpact	May-15
WT1	Gene Symbol	hgnc:12796	WT1	MskImpact	May-15
TMEM127	Gene Symbol	hgnc:26038	TMEM127	MskImpact	May-15
TERT	Gene Symbol	hgnc:11730	TERT	MskImpact	May-15
TET1	Gene Symbol	hgnc:29484	TET1	MskImpact	May-15
TSHR	Gene Symbol	hgnc:12373	TSHR	MskImpact	May-15
TNFRSF14	Gene Symbol	hgnc:11912	TNFRSF14	MskImpact	May-15
BTK	Gene Symbol	hgnc:1133	BTK	MyCancerGenome	20-Jun-17
AKT1	Gene Symbol	hgnc:391	AKT1	MyCancerGenome	20-Jun-17
ALK	Gene Symbol	hgnc:427	ALK	MyCancerGenome	20-Jun-17
AURKB	Gene Symbol	hgnc:11390	AURKB	MyCancerGenome	20-Jun-17
CDK2	Gene Symbol	hgnc:1771	CDK2	MyCancerGenome	20-Jun-17
CDK4	Gene Symbol	hgnc:1773	CDK4	MyCancerGenome	20-Jun-17
CDK7	Gene Symbol	hgnc:1778	CDK7	MyCancerGenome	20-Jun-17
ERBB4	Gene Symbol	hgnc:3432	ERBB4	MyCancerGenome	20-Jun-17
EPHB4	Gene Symbol	hgnc:3395	EPHB4	MyCancerGenome	20-Jun-17
PTK2	Gene Symbol	hgnc:9611	PTK2	MyCancerGenome	20-Jun-17
FGFR2	Gene Symbol	hgnc:3689	FGFR2	MyCancerGenome	20-Jun-17
FGFR3	Gene Symbol	hgnc:3690	FGFR3	MyCancerGenome	20-Jun-17
JAK2	Gene Symbol	hgnc:6192	JAK2	MyCancerGenome	20-Jun-17
MAP2K1	Gene Symbol	hgnc:6840	MAP2K1	MyCancerGenome	20-Jun-17
MAP2K2	Gene Symbol	hgnc:6842	MAP2K2	MyCancerGenome	20-Jun-17
MET	Gene Symbol	hgnc:7029	MET	MyCancerGenome	20-Jun-17
PDGFRA	Gene Symbol	hgnc:8803	PDGFRA	MyCancerGenome	20-Jun-17
TOP1	Gene Symbol	hgnc:11986	TOP1	MskImpact	May-15
XPO1	Gene Symbol	hgnc:12825	XPO1	MskImpact	May-15
SUFU	Gene Symbol	hgnc:16466	SUFU	MskImpact	May-15
YES1	Gene Symbol	hgnc:12841	YES1	MskImpact	May-15
TP63	Gene Symbol	hgnc:15979	TP63	MskImpact	May-15
TSC1	Gene Symbol	hgnc:12362	TSC1	MskImpact	May-15
TSC2	Gene Symbol	hgnc:12363	TSC2	MskImpact	May-15
YAP1	Gene Symbol	hgnc:16262	YAP1	MskImpact	May-15
VHL	Gene Symbol	hgnc:12687	VHL	MskImpact	May-15
TRAF7	Gene Symbol	hgnc:20456	TRAF7	MskImpact	May-15
TBX3	Gene Symbol	hgnc:11602	TBX3	MskImpact	May-15
PIK3C2G	Gene Symbol	hgnc:8973	PIK3C2G	MyCancerGenome	20-Jun-17
PIK3C3	Gene Symbol	hgnc:8974	PIK3C3	MyCancerGenome	20-Jun-17
PIK3CG	Gene Symbol	hgnc:8978	PIK3CG	MyCancerGenome	20-Jun-17
PIK3R2	Gene Symbol	hgnc:8980	PIK3R2	MyCancerGenome	20-Jun-17
PIK3R3	Gene Symbol	hgnc:8981	PIK3R3	MyCancerGenome	20-Jun-17
PKN1	Gene Symbol	hgnc:9405	PKN1	MyCancerGenome	20-Jun-17
PKN3	Gene Symbol	hgnc:17999	PKN3	MyCancerGenome	20-Jun-17
PRKCD	Gene Symbol	hgnc:9399	PRKCD	MyCancerGenome	20-Jun-17
PIK3C2A	Gene Symbol	hgnc:8971	PIK3C2A	MyCancerGenome	20-Jun-17
PIK3CA	Gene Symbol	hgnc:8975	PIK3CA	MyCancerGenome	20-Jun-17
PIK3R1	Gene Symbol	hgnc:8979	PIK3R1	MyCancerGenome	20-Jun-17
PIK3R4	Gene Symbol	hgnc:8982	PIK3R4	MyCancerGenome	20-Jun-17
PIK3R6	Gene Symbol	hgnc:27101	PIK3R6	MyCancerGenome	20-Jun-17
PRKCA	Gene Symbol	hgnc:9393	PRKCA	MyCancerGenome	20-Jun-17
PRKCB	Gene Symbol	hgnc:9395	PRKCB	MyCancerGenome	20-Jun-17
PRKD1	Gene Symbol	hgnc:9407	PRKD1	MyCancerGenome	20-Jun-17
PRKD2	Gene Symbol	hgnc:17293	PRKD2	MyCancerGenome	20-Jun-17
ARAF	Gene Symbol	hgnc:646	ARAF	MyCancerGenome	20-Jun-17
RAF1	Gene Symbol	hgnc:9829	RAF1	MyCancerGenome	20-Jun-17
SYK	Gene Symbol	hgnc:11491	SYK	MyCancerGenome	20-Jun-17
DEPTOR	Gene Symbol	hgnc:22953	DEPTOR	MyCancerGenome	20-Jun-17
MLST8	Gene Symbol	hgnc:24825	MLST8	MyCancerGenome	20-Jun-17
KDR	Gene Symbol	hgnc:6307	KDR	MyCancerGenome	20-Jun-17
CCR4	Gene Symbol	hgnc:1605	CCR4	MyCancerGenome	20-Jun-17
CD52	Gene Symbol	hgnc:1804	CD52	MyCancerGenome	20-Jun-17
CTLA4	Gene Symbol	hgnc:2505	CTLA4	MyCancerGenome	20-Jun-17
CD274	Gene Symbol	hgnc:17635	CD274	MyCancerGenome	20-Jun-17
PIGF	Gene Symbol	hgnc:8962	PIGF	MyCancerGenome	20-Jun-17
TNFRSF10A	Gene Symbol	hgnc:11904	TNFRSF10A	MyCancerGenome	20-Jun-17
VEGFA	Gene Symbol	hgnc:12680	VEGFA	MyCancerGenome	20-Jun-17
IL6R	Gene Symbol	hgnc:6019	IL6R	MyCancerGenome	20-Jun-17
PRKCE	Gene Symbol	hgnc:9401	PRKCE	MyCancerGenome	20-Jun-17
PRKCI	Gene Symbol	hgnc:9404	PRKCI	MyCancerGenome	20-Jun-17
PRKCQ	Gene Symbol	hgnc:9410	PRKCQ	MyCancerGenome	20-Jun-17
PRKCZ	Gene Symbol	hgnc:9412	PRKCZ	MyCancerGenome	20-Jun-17
PLK1	Gene Symbol	hgnc:9077	PLK1	MyCancerGenome	20-Jun-17
ROS1	Gene Symbol	hgnc:10261	ROS1	MyCancerGenome	20-Jun-17
SRC	Gene Symbol	hgnc:11283	SRC	MyCancerGenome	20-Jun-17
RICTOR	Gene Symbol	hgnc:28611	RICTOR	MyCancerGenome	20-Jun-17
RPTOR	Gene Symbol	hgnc:30287	RPTOR	MyCancerGenome	20-Jun-17
FLT1	Gene Symbol	hgnc:3763	FLT1	MyCancerGenome	20-Jun-17
MS4A1	Gene Symbol	hgnc:7315	MS4A1	MyCancerGenome	20-Jun-17
TNFRSF8	Gene Symbol	hgnc:11923	TNFRSF8	MyCancerGenome	20-Jun-17
HGF	Gene Symbol	hgnc:4893	HGF	MyCancerGenome	20-Jun-17
TNFRSF10B	Gene Symbol	hgnc:11905	TNFRSF10B	MyCancerGenome	20-Jun-17
VEGFB	Gene Symbol	hgnc:12681	VEGFB	MyCancerGenome	20-Jun-17
IL1B	Gene Symbol	hgnc:5992	IL1B	MyCancerGenome	20-Jun-17
PSEN1	Gene Symbol	hgnc:9508	PSEN1	MyCancerGenome	20-Jun-17
NR3C2	Gene Symbol	hgnc:7979	NR3C2	GO	10-Apr-24
HSP90AB1	Gene Symbol	hgnc:5258	HSP90AB1	MyCancerGenome	20-Jun-17
NOTCH2	Gene Symbol	hgnc:7882	NOTCH2	MyCancerGenome	20-Jun-17
NOTCH3	Gene Symbol	hgnc:7883	NOTCH3	MyCancerGenome	20-Jun-17
PIPSL	Gene Symbol	hgnc:23733	PIPSL	MyCancerGenome	20-Jun-17
PSMA2	Gene Symbol	hgnc:9531	PSMA2	MyCancerGenome	20-Jun-17
PSMA5	Gene Symbol	hgnc:9534	PSMA5	MyCancerGenome	20-Jun-17
PSMA7	Gene Symbol	hgnc:9536	PSMA7	MyCancerGenome	20-Jun-17
PSMA8	Gene Symbol	hgnc:22985	PSMA8	MyCancerGenome	20-Jun-17
PSMB1	Gene Symbol	hgnc:9537	PSMB1	MyCancerGenome	20-Jun-17
APH1A	Gene Symbol	hgnc:29509	APH1A	MyCancerGenome	20-Jun-17
APH1B	Gene Symbol	hgnc:24080	APH1B	MyCancerGenome	20-Jun-17
HSP90AA1	Gene Symbol	hgnc:5253	HSP90AA1	MyCancerGenome	20-Jun-17
NOTCH1	Gene Symbol	hgnc:7881	NOTCH1	MyCancerGenome	20-Jun-17
PARP1	Gene Symbol	hgnc:270	PARP1	MyCancerGenome	20-Jun-17
PSMA1	Gene Symbol	hgnc:9530	PSMA1	MyCancerGenome	20-Jun-17
PSMA3	Gene Symbol	hgnc:9532	PSMA3	MyCancerGenome	20-Jun-17
PSMB2	Gene Symbol	hgnc:9539	PSMB2	MyCancerGenome	20-Jun-17
PSMB4	Gene Symbol	hgnc:9541	PSMB4	MyCancerGenome	20-Jun-17
PSMB5	Gene Symbol	hgnc:9542	PSMB5	MyCancerGenome	20-Jun-17
PSMC1	Gene Symbol	hgnc:9547	PSMC1	MyCancerGenome	20-Jun-17
PSMC1P1	Gene Symbol	hgnc:30147	PSMC1P1	MyCancerGenome	20-Jun-17
PSMC2	Gene Symbol	hgnc:9548	PSMC2	MyCancerGenome	20-Jun-17
PSMC3IP	Gene Symbol	hgnc:17928	PSMC3IP	MyCancerGenome	20-Jun-17
PSMC4	Gene Symbol	hgnc:9551	PSMC4	MyCancerGenome	20-Jun-17
PSMC5	Gene Symbol	hgnc:9552	PSMC5	MyCancerGenome	20-Jun-17
PSMD10P1	Gene Symbol	hgnc:16602	PSMD10P1	MyCancerGenome	20-Jun-17
PSMD10P2	Gene Symbol	hgnc:30151	PSMD10P2	MyCancerGenome	20-Jun-17
PSMD13	Gene Symbol	hgnc:9558	PSMD13	MyCancerGenome	20-Jun-17
PSMD14	Gene Symbol	hgnc:16889	PSMD14	MyCancerGenome	20-Jun-17
PSMD2	Gene Symbol	hgnc:9559	PSMD2	MyCancerGenome	20-Jun-17
PSMD6	Gene Symbol	hgnc:9564	PSMD6	MyCancerGenome	20-Jun-17
PSMD7	Gene Symbol	hgnc:9565	PSMD7	MyCancerGenome	20-Jun-17
PSMD9	Gene Symbol	hgnc:9567	PSMD9	MyCancerGenome	20-Jun-17
PSME3	Gene Symbol	hgnc:9570	PSME3	MyCancerGenome	20-Jun-17
PSME4	Gene Symbol	hgnc:20635	PSME4	MyCancerGenome	20-Jun-17
PSMB3	Gene Symbol	hgnc:9540	PSMB3	MyCancerGenome	20-Jun-17
PSMB6	Gene Symbol	hgnc:9543	PSMB6	MyCancerGenome	20-Jun-17
PSMB9	Gene Symbol	hgnc:9546	PSMB9	MyCancerGenome	20-Jun-17
PSMC6	Gene Symbol	hgnc:9553	PSMC6	MyCancerGenome	20-Jun-17
PSMD10	Gene Symbol	hgnc:9555	PSMD10	MyCancerGenome	20-Jun-17
PSMD12	Gene Symbol	hgnc:9557	PSMD12	MyCancerGenome	20-Jun-17
PSMD3	Gene Symbol	hgnc:9560	PSMD3	MyCancerGenome	20-Jun-17
PSMD4	Gene Symbol	hgnc:9561	PSMD4	MyCancerGenome	20-Jun-17
PSMD8	Gene Symbol	hgnc:9566	PSMD8	MyCancerGenome	20-Jun-17
PSME1	Gene Symbol	hgnc:9568	PSME1	MyCancerGenome	20-Jun-17
PSME2P2	Gene Symbol	hgnc:30160	PSME2P2	MyCancerGenome	20-Jun-17
PTCH1	Gene Symbol	hgnc:9585	PTCH1	MyCancerGenome	20-Jun-17
SMO	Gene Symbol	hgnc:11119	SMO	MyCancerGenome	20-Jun-17
JAK2	Gene Name	hgnc:6192	JAK2	MyCancerGenomeClinicalTrial	30-Feburary-2014
FLT3	Gene Name	hgnc:3765	FLT3	MyCancerGenomeClinicalTrial	30-Feburary-2014
SMO	Gene Name	hgnc:11119	SMO	MyCancerGenomeClinicalTrial	30-Feburary-2014
PIK3CD	Gene Name	hgnc:8977	PIK3CD	MyCancerGenomeClinicalTrial	30-Feburary-2014
PIK3R1	Gene Name	hgnc:8979	PIK3R1	MyCancerGenomeClinicalTrial	30-Feburary-2014
AKT1	Gene Name	hgnc:391	AKT1	MyCancerGenomeClinicalTrial	30-Feburary-2014
PIK3CA	Gene Name	hgnc:8975	PIK3CA	MyCancerGenomeClinicalTrial	30-Feburary-2014
PIK3CB	Gene Name	hgnc:8976	PIK3CB	MyCancerGenomeClinicalTrial	30-Feburary-2014
PIK3CG	Gene Name	hgnc:8978	PIK3CG	MyCancerGenomeClinicalTrial	30-Feburary-2014
EDNRA	Gene Name	hgnc:3179	EDNRA	MyCancerGenomeClinicalTrial	30-Feburary-2014
PDGFRB	Gene Name	hgnc:8804	PDGFRB	MyCancerGenomeClinicalTrial	30-Feburary-2014
BRAF	Gene Name	hgnc:1097	BRAF	MyCancerGenomeClinicalTrial	30-Feburary-2014
KDR	Gene Name	hgnc:6307	KDR	MyCancerGenomeClinicalTrial	30-Feburary-2014
MAP2K1	Gene Name	hgnc:6840	MAP2K1	MyCancerGenomeClinicalTrial	30-Feburary-2014
MAP2K3	Gene Name	hgnc:6843	MAP2K3	MyCancerGenomeClinicalTrial	30-Feburary-2014
MAP2K6	Gene Name	hgnc:6846	MAP2K6	MyCancerGenomeClinicalTrial	30-Feburary-2014
DDR2	Gene Name	hgnc:2731	DDR2	MyCancerGenomeClinicalTrial	30-Feburary-2014
FGFR1	Gene Name	hgnc:3688	FGFR1	MyCancerGenomeClinicalTrial	30-Feburary-2014
RAF-1	Gene Name	hgnc:9829	RAF1	MyCancerGenomeClinicalTrial	30-Feburary-2014
MAPK11	Gene Name	hgnc:6873	MAPK11	MyCancerGenomeClinicalTrial	30-Feburary-2014
HSP90AA1	Gene Name	hgnc:5253	HSP90AA1	MyCancerGenomeClinicalTrial	30-Feburary-2014
KRAS	Gene Name	hgnc:6407	KRAS	MyCancerGenomeClinicalTrial	30-Feburary-2014
PTGS2	Gene Name	hgnc:9605	PTGS2	MyCancerGenomeClinicalTrial	30-Feburary-2014
PARP1	Gene Name	hgnc:270	PARP1	MyCancerGenomeClinicalTrial	30-Feburary-2014
ERBB2	Gene Name	hgnc:3430	ERBB2	MyCancerGenomeClinicalTrial	30-Feburary-2014
PDGFA	Gene Name	hgnc:8799	PDGFA	MyCancerGenomeClinicalTrial	30-Feburary-2014
PDGFC	Gene Name	hgnc:8801	PDGFC	MyCancerGenomeClinicalTrial	30-Feburary-2014
PDGFD	Gene Name	hgnc:30620	PDGFD	MyCancerGenomeClinicalTrial	30-Feburary-2014
PIK3R4	Gene Name	hgnc:8982	PIK3R4	MyCancerGenomeClinicalTrial	30-Feburary-2014
PIK3R5	Gene Name	hgnc:30035	PIK3R5	MyCancerGenomeClinicalTrial	30-Feburary-2014
PIK3R6	Gene Name	hgnc:27101	PIK3R6	MyCancerGenomeClinicalTrial	30-Feburary-2014
RAF1	Gene Name	hgnc:9829	RAF1	MyCancerGenomeClinicalTrial	30-Feburary-2014
FLT1	Gene Name	hgnc:3763	FLT1	MyCancerGenomeClinicalTrial	30-Feburary-2014
MAP2K2	Gene Name	hgnc:6842	MAP2K2	MyCancerGenomeClinicalTrial	30-Feburary-2014
MAP2K4	Gene Name	hgnc:6844	MAP2K4	MyCancerGenomeClinicalTrial	30-Feburary-2014
MAP2K7	Gene Name	hgnc:6847	MAP2K7	MyCancerGenomeClinicalTrial	30-Feburary-2014
PRRT2	Gene Name	hgnc:30500	PRRT2	MyCancerGenomeClinicalTrial	30-Feburary-2014
EPHA2	Gene Name	hgnc:3386	EPHA2	MyCancerGenomeClinicalTrial	30-Feburary-2014
FRK	Gene Name	hgnc:3955	FRK	MyCancerGenomeClinicalTrial	30-Feburary-2014
TEK	Gene Name	hgnc:11724	TEK	MyCancerGenomeClinicalTrial	30-Feburary-2014
NTRK1	Gene Name	hgnc:8031	NTRK1	MyCancerGenomeClinicalTrial	30-Feburary-2014
EGFR	Gene Name	hgnc:3236	EGFR	MyCancerGenomeClinicalTrial	30-Feburary-2014
PTEN	Gene Name	hgnc:9588	PTEN	MyCancerGenomeClinicalTrial	30-Feburary-2014
CDK6	Gene Name	hgnc:1777	CDK6	MyCancerGenomeClinicalTrial	30-Feburary-2014
PARP2	Gene Name	hgnc:272	PARP2	MyCancerGenomeClinicalTrial	30-Feburary-2014
AKT2	Gene Name	hgnc:392	AKT2	MyCancerGenomeClinicalTrial	30-Feburary-2014
VEGFR2	Gene Name	hgnc:6307	KDR	MyCancerGenomeClinicalTrial	30-Feburary-2014
NKX3-1	Gene Symbol	hgnc:7838	NKX3-1	HGNC	20240408
HSP90AB2	Gene Name	NULL	NULL	MyCancerGenomeClinicalTrial	30-Feburary-2014
ACO1	Gene Name	hgnc:117	ACO1	NCI	14-Sep-17
AGER	Gene Name	hgnc:320	AGER	NCI	14-Sep-17
ISG15	Gene Name	hgnc:4053	ISG15	MyCancerGenomeClinicalTrial	30-Feburary-2014
VEGFB	Gene Name	hgnc:12681	VEGFB	MyCancerGenomeClinicalTrial	30-Feburary-2014
CDK1	Gene Name	hgnc:1722	CDK1	MyCancerGenomeClinicalTrial	30-Feburary-2014
AURKA	Gene Name	hgnc:11393	AURKA	MyCancerGenomeClinicalTrial	30-Feburary-2014
LYN	Gene Name	hgnc:6735	LYN	MyCancerGenomeClinicalTrial	30-Feburary-2014
ABP1	Gene Name	hgnc:80	AOC1	NCI	14-Sep-17
ADH1C	Gene Name	hgnc:251	ADH1C	NCI	14-Sep-17
AKT1	Gene Name	hgnc:391	AKT1	NCI	14-Sep-17
ABCC4	Gene Name	hgnc:55	ABCC4	NCI	14-Sep-17
ABCB4	Gene Name	hgnc:45	ABCB4	NCI	14-Sep-17
ABCC1	Gene Name	hgnc:51	ABCC1	NCI	14-Sep-17
AFP	Gene Name	hgnc:317	AFP	NCI	14-Sep-17
ABCG2	Gene Name	hgnc:74	ABCG2	NCI	14-Sep-17
ACE	Gene Name	hgnc:2707	ACE	NCI	14-Sep-17
ABCC2	Gene Name	hgnc:53	ABCC2	NCI	14-Sep-17
ADRA1D	Gene Name	hgnc:280	ADRA1D	NCI	14-Sep-17
ABCG4	Gene Name	hgnc:13884	ABCG4	NCI	14-Sep-17
ADIPOQ	Gene Name	hgnc:13633	ADIPOQ	NCI	14-Sep-17
ABL1	Gene Name	hgnc:76	ABL1	NCI	14-Sep-17
ADM	Gene Name	hgnc:259	ADM	NCI	14-Sep-17
ADAMTS4	Gene Name	hgnc:220	ADAMTS4	NCI	14-Sep-17
AKR1B1	Gene Name	hgnc:381	AKR1B1	NCI	14-Sep-17
AKR1C1	Gene Name	hgnc:384	AKR1C1	NCI	14-Sep-17
AGTR1	Gene Name	hgnc:336	AGTR1	NCI	14-Sep-17
HSP90AA2	Gene Name	hgnc:5256	HSP90AA2P	MyCancerGenomeClinicalTrial	30-Feburary-2014
ERBB3	Gene Name	hgnc:3431	ERBB3	MyCancerGenomeClinicalTrial	30-Feburary-2014
ERBB4	Gene Name	hgnc:3432	ERBB4	MyCancerGenomeClinicalTrial	30-Feburary-2014
VEGFC	Gene Name	hgnc:12682	VEGFC	MyCancerGenomeClinicalTrial	30-Feburary-2014
