nct_id,drug_name_raw,drug_name_normalized
NCT03948035,Elotuzumab,ELOTUZUMAB
NCT03948035,Carfilzomib,CARFILZOMIB
NCT03948035,Lenalidomide,LENALIDOMIDE
NCT03948035,Dexamethasone,DEXAMETHASONE
NCT04146298,Cyclophosphamide,CYCLOPHOSPHAMIDE
NCT04146298,Fludarabine,FLUDARABINE
NCT04146298,Anti-PD-1 monoclonal antibody,ANTI-PD1 MONOCLONAL ANTIBODY
NCT07004244,KRAS-mutated mRNA vaccine,VACCINE
NCT07004244,TORIPALIMAB,TORIPALIMAB
NCT07004244,Pemetrexed+carboplatin,CARBOPLATIN
NCT03875820,Defactinib,DEFACTINIB
NCT02066220,Radiotherapy without Carboplatin,CARBOPLATIN
NCT05111626,Bemarituzumab,BEMARITUZUMAB
NCT05111626,Nivolumab,NIVOLUMAB
NCT06731478,Trastuzumab Deruxtecan,TRASTUZUMAB DERUXTECAN
NCT06731478,pembrolizumab,PEMBROLIZUMAB
NCT06731478,Trastuzumab,TRASTUZUMAB
NCT04586231,Belzutifan,BELZUTIFAN
NCT04586231,Lenvatinib,LENVATINIB
NCT06106308,Onvansertib,ONVANSERTIB
NCT07300150,Cetuximab,CETUXIMAB
NCT04994717,Blinatumomab,BLINATUMOMAB
NCT05514054,Imlunestrant,IMLUNESTRANT
NCT05514054,Tamoxifen,TAMOXIFEN
NCT05514054,Anastrozole,ANASTROZOLE
NCT05514054,Letrozole,LETROZOLE
NCT05514054,Exemestane,EXEMESTANE
NCT04039607,Nivolumab,NIVOLUMAB
NCT04039607,Ipilimumab,IPILIMUMAB
NCT04039607,Sorafenib,SORAFENIB
NCT04039607,lenvatinib,LENVATINIB
NCT07288034,Adagrasib,ADAGRASIB
NCT07288034,Anti-PD-L1 Monoclonal Antibody,ANTI-PD-L1 MONOCLONAL ANTIBODY
NCT07288034,Anti-PD1 Monoclonal Antibody,ANTI-PD1 MONOCLONAL ANTIBODY
NCT07288034,Durvalumab,DURVALUMAB
NCT07288034,Tremelimumab,TREMELIMUMAB
NCT06385678,Pemetrexed Disodium for Injection、Cisplatin Injection、Carboplatin for Injection,CISPLATIN
NCT06385678,Pemetrexed Disodium for Injection、Cisplatin Injection、Carboplatin for Injection,CARBOPLATIN
NCT06385678,Cetuximab Solution for Infusion,CETUXIMAB
NCT05067283,Pembrolizumab,PEMBROLIZUMAB
NCT05067283,carboplatin,CARBOPLATIN
NCT05067283,cetuximab,CETUXIMAB
NCT05067283,oxaliplatin,OXALIPLATIN
NCT05067283,5-fluorouracil,FLUOROURACIL
NCT06525428,standard systemic therapy combined with high/low-dose radiotherapy plus toripalimab,TORIPALIMAB
NCT05554367,Binimetinib,BINIMETINIB
NCT05554367,Palbociclib,PALBOCICLIB
NCT07535112,Cetuximab,CETUXIMAB
NCT06619236,Paclitaxel,PACLITAXEL
NCT06619236,Topotecan,TOPOTECAN HYDROCHLORIDE
NCT06619236,Pegylated liposomal doxorubicin (PLD),DOXORUBICIN HYDROCHLORIDE
NCT06619236,Gemcitabine,GEMCITABINE
NCT05609578,Adagrasib oral dose of 400 mg twice daily tablets,ADAGRASIB
NCT05609578,Pembrolizumab,PEMBROLIZUMAB
NCT05609578,Cisplatin/Carboplatin,CISPLATIN
NCT05609578,Cisplatin/Carboplatin,CARBOPLATIN
NCT06120491,Saruparib,SARUPARIB
NCT06120491,Abiraterone Acetate,ABIRATERONE ACETATE
NCT06120491,Darolutamide,DAROLUTAMIDE
NCT06120491,Enzalutamide,ENZALUTAMIDE
NCT06715124,Cetuximab,CETUXIMAB
NCT05815173,Sotorasib,SOTORASIB
NCT05815173,Ladarixin,LADARIXIN
NCT03600883,sotorasib,SOTORASIB
NCT03600883,Midazolam,MIDAZOLAM HYDROCHLORIDE
NCT04625647,Sotorasib,SOTORASIB
NCT05874414,GNS561 + Trametinib,TRAMETINIB
NCT03486873,Pembrolizumab,PEMBROLIZUMAB
NCT03486873,Lenvatinib,LENVATINIB
NCT03486873,Olaparib,OLAPARIB
NCT03486873,MK-4280,MK-4280
NCT04634877,Pembrolizumab,PEMBROLIZUMAB
NCT04634877,Carboplatin,CARBOPLATIN
NCT04634877,Paclitaxel,PACLITAXEL
NCT04634877,Cisplatin,CISPLATIN
NCT04877522,Asciminib single agent,ASCIMINIB HYDROCHLORIDE
NCT04877522,Imatinib,IMATINIB
NCT04877522,Nilotinib,NILOTINIB
NCT04877522,Bosutinib,BOSUTINIB
NCT04877522,Dasatinib,DASATINIB
NCT04043494,Cyclophosphamide,CYCLOPHOSPHAMIDE
NCT04043494,Cytarabine,CYTARABINE
NCT04043494,Dexamethasone,DEXAMETHASONE
NCT04043494,Daunorubicin,DAUNORUBICIN HYDROCHLORIDE
NCT04043494,Doxorubicin,DOXORUBICIN HYDROCHLORIDE
NCT04043494,Ifosfamide,IFOSFAMIDE
NCT04043494,6-Mercaptopurine,MERCAPTOPURINE
NCT04043494,Methotrexate,METHOTREXATE
NCT04043494,PEG asparaginase,ASPARAGINASE
NCT04043494,Prednisone,PREDNISONE
NCT04043494,Prednisolone,PREDNISOLONE
NCT04043494,Thioguanine,THIOGUANINE
NCT04043494,Vincristine,VINCRISTINE
NCT04043494,Vindesine,VINDESINE
NCT05920356,Sotorasib,SOTORASIB
NCT05920356,Pembrolizumab,PEMBROLIZUMAB
NCT06962254,Imatinib,IMATINIB
NCT06962254,Trametinib,TRAMETINIB
NCT06112314,Nivolumab,NIVOLUMAB
NCT06112314,Nivolumab + Relatlimab,RELATLIMAB
NCT06162221,Pembrolizumab,PEMBROLIZUMAB
NCT06162221,Cisplatin,CISPLATIN
NCT06162221,Carboplatin,CARBOPLATIN
NCT06585488,Tislelizumab,TISLELIZUMAB
NCT06585488,Cetuximab,CETUXIMAB
NCT06319820,Gemcitabine,GEMCITABINE
NCT04493853,Capivasertib,CAPIVASERTIB
NCT04493853,Abiraterone Acetate,ABIRATERONE ACETATE
NCT06411691,KRAS Vaccine with Poly-ICLC adjuvant,VACCINE
NCT06411691,KRAS Vaccine with Poly-ICLC adjuvant,ADJUVANT
NCT06411691,Balstilimab,BALSTILIMAB
NCT04117087,KRAS peptide vaccine,VACCINE
NCT04117087,Nivolumab,NIVOLUMAB
NCT04117087,Ipilimumab,IPILIMUMAB
NCT04468984,Navitoclax,NAVITOCLAX
NCT04468984,Ruxolitinib,RUXOLITINIB
NCT06345729,Pembrolizumab,PEMBROLIZUMAB
NCT06952803,Saruparib,SARUPARIB
NCT06952803,Abiraterone + Prednisolone/Prednisone,PREDNISOLONE PHOSPHATE
NCT06952803,Abiraterone + Prednisolone/Prednisone,PREDNISONE
NCT03897127,Cytarabine,CYTARABINE
NCT03897127,Daunorubicin,DAUNORUBICIN HYDROCHLORIDE
NCT03897127,CPX-351,CPX
NCT04111978,Letrozole 2.5mg,LETROZOLE
NCT05628038,Capecitabine,CAPECITABINE
NCT05628038,Oxaliplatin,OXALIPLATIN
NCT05628038,Irinotecan,IRINOTECAN HYDROCHLORIDE
NCT05628038,Raltitrexed,RALTITREXED
NCT05628038,Cetuximab,CETUXIMAB
NCT07223047,Gemcitabine,GEMCITABINE
NCT07223047,Nab-Paclitaxel,NAB-PACLITAXEL
NCT07223047,Cetuximab,CETUXIMAB
NCT07223047,Pembrolizumab,PEMBROLIZUMAB
NCT05887492,Pembrolizumab,PEMBROLIZUMAB
NCT05276973,Carboplatin,CARBOPLATIN
NCT05276973,Ipatasertib,IPATASERTIB
NCT05276973,Paclitaxel,PACLITAXEL
NCT06026410,Adagrasib,ADAGRASIB
NCT06253520,Aldesleukin,ALDESLEUKIN
NCT06253520,Fludarabine,FLUDARABINE
NCT06253520,Cyclophosphamide,CYCLOPHOSPHAMIDE
NCT05786924,Cetuximab,CETUXIMAB
NCT05786924,Panitumumab,PANITUMUMAB
NCT05786924,Gemcitabine,GEMCITABINE
NCT05786924,Nab-paclitaxel,NAB-PACLITAXEL
NCT04674683,HBI-8000 in combination with nivolumab,NIVOLUMAB
NCT05959356,Cetuximab + Envafolimab + mFOLFOXIRI,CETUXIMAB
NCT05959356,Cetuximab + Envafolimab + mFOLFOXIRI,ENVAFOLIMAB
NCT05876754,Ivosidenib Oral Tablet,IVOSIDENIB
NCT06578559,Cetuximab,CETUXIMAB
NCT06578559,Encorafenib,ENCORAFENIB
NCT05194995,Cetuximab,CETUXIMAB
NCT06227377,Cetuximab,CETUXIMAB
NCT06697301,Pembrolizumab (KEYTRUDA® ),PEMBROLIZUMAB
NCT04680052,tafasitamab,TAFASITAMAB
NCT04680052,rituximab,RITUXIMAB
NCT04680052,lenalidomide,LENALIDOMIDE
NCT07227025,Amivantamab,AMIVANTAMAB
NCT07094204,panitumumab,PANITUMUMAB
NCT07094113,Pembrolizumab,PEMBROLIZUMAB
NCT07094113,Panitumumab,PANITUMUMAB
NCT02079740,Navitoclax,NAVITOCLAX
NCT02079740,Trametinib,TRAMETINIB
NCT06898385,Fludarabine,FLUDARABINE
NCT06898385,Cyclophosphamide,CYCLOPHOSPHAMIDE
NCT03643276,Blinatumomab,BLINATUMOMAB
NCT03643276,Bortezomib,BORTEZOMIB
NCT03643276,Cyclophosphamide,CYCLOPHOSPHAMIDE
NCT03643276,Cytarabine,CYTARABINE
NCT03643276,Daunorubicin,DAUNORUBICIN HYDROCHLORIDE
NCT03643276,Dexamethasone,DEXAMETHASONE
NCT03643276,Doxorubicin,DOXORUBICIN HYDROCHLORIDE
NCT03643276,Etoposide,ETOPOSIDE
NCT03643276,Fludarabine Phosphate,FLUDARABINE
NCT03643276,Ifosfamide,IFOSFAMIDE
NCT03643276,6-Mercaptopurine,MERCAPTOPURINE
NCT03643276,Methotrexate,METHOTREXATE
NCT03643276,Pegaspargase,PEGASPARGASE
NCT03643276,Prednisolone,PREDNISOLONE
NCT03643276,Vincristine,VINCRISTINE
NCT03643276,Vindesine,VINDESINE
NCT06691984,Enzalutamide,ENZALUTAMIDE
NCT06691984,Cabazitaxel,CABAZITAXEL
NCT04608318,Ibrutinib,IBRUTINIB
NCT04608318,Venetoclax,VENETOCLAX
NCT04608318,Obinutuzumab,OBINUTUZUMAB
NCT05722327,Irinotecan,IRINOTECAN HYDROCHLORIDE
NCT05722327,Cetuximab,CETUXIMAB
NCT05774951,Camizestrant,CAMIZESTRANT
NCT05774951,Tamoxifen,TAMOXIFEN
NCT05774951,Anastrozole,ANASTROZOLE
NCT05774951,Letrozole,LETROZOLE
NCT05774951,Exemestane,EXEMESTANE
NCT06804824,Sotorasib,SOTORASIB
NCT06804824,Trametinib,TRAMETINIB
NCT01949129,Thiotepa,THIOTEPA
NCT01949129,Fludarabine,FLUDARABINE
NCT01949129,Busulfan,BUSULFAN
NCT01949129,Cyclophosphamide,CYCLOPHOSPHAMIDE
NCT05176483,Zanzalintinib,ZANZALINTINIB
NCT05176483,Nivolumab,NIVOLUMAB
NCT05176483,Ipilimumab,IPILIMUMAB
NCT05176483,Nivolumab + Relatlimab,RELATLIMAB
NCT03091257,Dabrafenib,DABRAFENIB
NCT03091257,Trametinib,TRAMETINIB
NCT06336902,Balstilimab,BALSTILIMAB
NCT05410145,Pembrolizumab,PEMBROLIZUMAB
NCT05410145,Cisplatin,CISPLATIN
NCT05410145,Carboplatin,CARBOPLATIN
NCT05410145,Cetuximab,CETUXIMAB
NCT06625775,Trastuzumab,TRASTUZUMAB
NCT06625775,Fulvestrant,FULVESTRANT
NCT06625775,Ribociclib,RIBOCICLIB
NCT03190941,Cyclophosphamide,CYCLOPHOSPHAMIDE
NCT03190941,Fludarabine,FLUDARABINE
NCT03190941,Aldesleukin,ALDESLEUKIN
NCT06119581,Pembrolizumab,PEMBROLIZUMAB
NCT06119581,Cisplatin,CISPLATIN
NCT06119581,Carboplatin,CARBOPLATIN
NCT05797831,Navtemadlin,NAVTEMADLIN
NCT04439175,Taselisib,TASELISIB
NCT05669482,avutometinib (VS-6766) and defactinib in combination with gemcitabine and nab-paclitaxel,AVUTOMETINIB
NCT05669482,avutometinib (VS-6766) and defactinib in combination with gemcitabine and nab-paclitaxel,DEFACTINIB
NCT05669482,avutometinib (VS-6766) and defactinib in combination with gemcitabine and nab-paclitaxel,GEMCITABINE
NCT05669482,avutometinib (VS-6766) and defactinib in combination with gemcitabine and nab-paclitaxel,PACLITAXEL
NCT07015190,Darovasertib,DAROVASERTIB
NCT04975997,Dexamethasone,DEXAMETHASONE
NCT04975997,Bortezomib,BORTEZOMIB
NCT04975997,Iberdomide,IBERDOMIDE
NCT06917079,Pembrolizumab,PEMBROLIZUMAB
NCT06917079,Platinum chemotherapy (cisplatin or carboplatin),PLATINUM
NCT06917079,Platinum chemotherapy (cisplatin or carboplatin),CISPLATIN
NCT06917079,Platinum chemotherapy (cisplatin or carboplatin),CARBOPLATIN
NCT06917079,Cetuximab,CETUXIMAB
NCT06917079,Gemcitabine,GEMCITABINE
NCT06917079,Nab-paclitaxel,NAB-PACLITAXEL
NCT04111458,Trametinib,TRAMETINIB
NCT07286149,Patritumab deruxtecan,PATRITUMAB DERUXTECAN
NCT07286149,Cetuximab,CETUXIMAB
NCT04975308,Imlunestrant,IMLUNESTRANT
NCT04975308,Exemestane,EXEMESTANE
NCT04975308,Fulvestrant,FULVESTRANT
NCT04975308,Abemaciclib,ABEMACICLIB
NCT03383458,Nivolumab,NIVOLUMAB
NCT03899155,Nivolumab,NIVOLUMAB
NCT03899155,Ipilimumab,IPILIMUMAB
NCT03899155,Trametinib,TRAMETINIB
NCT03899155,Relatlimab,RELATLIMAB
NCT03899155,Capecitabine,CAPECITABINE
NCT03899155,Temozolomide,TEMOZOLOMIDE
NCT03899155,Rucaparib,RUCAPARIB
NCT03899155,Fluorouracil,FLUOROURACIL
NCT03899155,Oxaliplatin,OXALIPLATIN
NCT03899155,Enzalutamide,ENZALUTAMIDE
NCT03899155,Sunitinib,SUNITINIB
NCT03899155,Pembrolizumab,PEMBROLIZUMAB
NCT03319940,Tarlatamab,TARLATAMAB
NCT03319940,Pembrolizumab,PEMBROLIZUMAB
NCT01704716,Vincristine,VINCRISTINE
NCT01704716,Aldesleukin,ALDESLEUKIN
NCT01704716,Carboplatin,CARBOPLATIN
NCT01704716,Etoposide,ETOPOSIDE
NCT01704716,Cisplatin,CISPLATIN
NCT01704716,Cyclophosphamide,CYCLOPHOSPHAMIDE
NCT01704716,Doxorubicin,DOXORUBICIN HYDROCHLORIDE
NCT01704716,Busulfan,BUSULFAN
NCT01704716,Melphalan,MELPHALAN
NCT06997497,Oxaliplatin,OXALIPLATIN
NCT06997497,Leucovorin/levofolinate calcium,CALCIUM PHOSPHATE
NCT06997497,5-Fluorouracil,FLUOROURACIL
NCT06997497,Cetuximab,CETUXIMAB
NCT06793813,cadonilimab，bevacizumab，docetaxel,CADONILIMAB
NCT06586515,Cetuximab,CETUXIMAB
NCT06586515,Gemcitabine,GEMCITABINE
NCT06586515,nab-paclitaxel,NAB-PACLITAXEL
NCT06586515,Oxaliplatin,OXALIPLATIN
NCT06586515,Irinotecan,IRINOTECAN HYDROCHLORIDE
NCT06586515,5-fluorouracil,FLUOROURACIL
NCT05585320,IMM-1-104 + modified Gemcitabine/nab-Paclitaxel (Treatment Group B),GEMCITABINE
NCT05585320,IMM-1-104 + modified Gemcitabine/nab-Paclitaxel (Treatment Group B),PACLITAXEL
NCT05585320,IMM-1-104 + dabrafenib (Treatment Group D),DABRAFENIB
NCT05585320,IMM-1-104 + pembrolizumab (Treatment Group E),PEMBROLIZUMAB
NCT03755791,Sorafenib,SORAFENIB
NCT03755791,Atezolizumab,ATEZOLIZUMAB
NCT06726265,carboplatin plus paclitaxel,CARBOPLATIN
NCT06726265,carboplatin plus paclitaxel,PACLITAXEL
NCT06726265,cisplatin or carboplatin + pemetrexed,CISPLATIN
NCT06726265,pembrolizumab (KEYTRUDA®),PEMBROLIZUMAB
NCT07415031,Adagrasib,ADAGRASIB
NCT07415031,Pembrolizumab,PEMBROLIZUMAB
NCT07415031,Cetuximab,CETUXIMAB
NCT07415031,Irinotecan,IRINOTECAN HYDROCHLORIDE
NCT07415031,Oxaliplatin,OXALIPLATIN
NCT07415031,Fluorouracil,FLUOROURACIL
NCT03737643,Durvalumab,DURVALUMAB
NCT03737643,Olaparib,OLAPARIB
NCT03737643,Carboplatin+Paclitaxel,CARBOPLATIN
NCT03737643,Carboplatin+Paclitaxel,PACLITAXEL
NCT07190248,Pembrolizumab (+) Berahyaluronidase alfa,PEMBROLIZUMAB
NCT07190248,Cisplatin,CISPLATIN
NCT07190248,Carboplatin,CARBOPLATIN
NCT02394834,"oxaliplatin (OXA), levofolinate calcium (l-LV), 5-FU, panitumumab",OXALIPLATIN
NCT02394834,"oxaliplatin (OXA), levofolinate calcium (l-LV), 5-FU, panitumumab",CALCIUM PHOSPHATE
NCT02394834,"oxaliplatin (OXA), levofolinate calcium (l-LV), 5-FU, panitumumab",PANITUMUMAB
NCT07491445,gemcitabine,GEMCITABINE
NCT07491445,nab-paclitaxel,NAB-PACLITAXEL
NCT05638295,Panitumumab,PANITUMUMAB
NCT05638295,Sotorasib,SOTORASIB
NCT06333951,Carboplatin,CARBOPLATIN
NCT06333951,Paclitaxel,PACLITAXEL
NCT06333951,Pembrolizumab,PEMBROLIZUMAB
NCT06333951,Sotorasib,SOTORASIB
NCT06793215,Divarasib,DIVARASIB
NCT06793215,Pembrolizumab,PEMBROLIZUMAB
NCT06793215,Carboplatin,CARBOPLATIN
NCT06793215,Cisplatin,CISPLATIN
NCT04960709,Durvalumab,DURVALUMAB
NCT04960709,Tremelimumab,TREMELIMUMAB
NCT04960709,Enfortumab Vedotin,ENFORTUMAB VEDOTIN
NCT05631899,Cyclophosphamide,CYCLOPHOSPHAMIDE
NCT05631899,Anti-CTLA4 Monoclonal Antibody,ANTI-CTLA-4 MONOCLONAL ANTIBODY
NCT06607185,Cetuximab,CETUXIMAB
NCT06607185,Nab paclitaxel,NAB-PACLITAXEL
NCT06607185,Gemcitabine,GEMCITABINE
NCT06607185,Oxaliplatin,OXALIPLATIN
NCT06607185,Irinotecan,IRINOTECAN HYDROCHLORIDE
NCT06607185,Carboplatin,CARBOPLATIN
NCT06607185,Cisplatin,CISPLATIN
NCT06607185,Pembrolizumab,PEMBROLIZUMAB
NCT04641247,Niraparib,NIRAPARIB
NCT04973163,Midazolam,MIDAZOLAM HYDROCHLORIDE
NCT06459180,Topotecan,TOPOTECAN HYDROCHLORIDE
NCT06459180,Vinorelbine,VINORELBINE
NCT06459180,Gemcitabine,GEMCITABINE
NCT06459180,Irinotecan,IRINOTECAN HYDROCHLORIDE
NCT01356290,Thalidomide,THALIDOMIDE
NCT01356290,Celecoxib,CELECOXIB
NCT01356290,Fenofibric acid,FENOFIBRIC ACID
NCT01356290,Etoposide,ETOPOSIDE
NCT01356290,Cyclophosphamide,CYCLOPHOSPHAMIDE
NCT01356290,Etoposide phosphate,ETOPOSIDE PHOSPHATE
NCT01356290,Cytarabine,CYTARABINE
NCT01356290,Temozolomide (TMZ),TEMOZOLOMIDE
NCT01356290,Irinotecan,IRINOTECAN HYDROCHLORIDE
NCT05631249,Sotorasib 120Mg Tab,SOTORASIB
NCT06117774,Tarlatamab,TARLATAMAB
NCT05132582,Tucatinib,TUCATINIB
NCT05132582,Trastuzumab,TRASTUZUMAB
NCT06419946,Temozolomide,TEMOZOLOMIDE
NCT06419946,Lomustine,LOMUSTINE
NCT04340882,Pembrolizumab,PEMBROLIZUMAB
NCT04340882,Ramucirumab,RAMUCIRUMAB
NCT03785249,Pembrolizumab,PEMBROLIZUMAB
NCT03785249,Cetuximab,CETUXIMAB
NCT03785249,Afatinib,AFATINIB
NCT03994796,Abemaciclib,ABEMACICLIB
NCT03994796,PI3K Inhibitor paxalisib,PAXALISIB
NCT03994796,Entrectinib,ENTRECTINIB
NCT03994796,Adagrasib,ADAGRASIB
NCT06248606,Adagrasib,ADAGRASIB
NCT07209111,Cetuximab,CETUXIMAB
NCT07172919,Sotorasib,SOTORASIB
NCT07172919,Panitumumab,PANITUMUMAB
NCT04923893,Bortezomib,BORTEZOMIB
NCT04923893,Dexamethasone,DEXAMETHASONE
NCT04923893,Lenalidomide,LENALIDOMIDE
NCT04923893,Cyclophosphamide,CYCLOPHOSPHAMIDE
NCT04923893,Fludarabine,FLUDARABINE
NCT05270044,Encorafenib and Binimetinib,ENCORAFENIB
NCT05270044,Encorafenib and Binimetinib,BINIMETINIB
NCT03800134,Durvalumab,DURVALUMAB
NCT03800134,Carboplatin,CARBOPLATIN
NCT03800134,Cisplatin,CISPLATIN
NCT03800134,Paclitaxel,PACLITAXEL
NCT03800134,Gemcitabine,GEMCITABINE
NCT03390504,Erdafitinib,ERDAFITINIB
NCT03390504,Vinflunine,VINFLUNINE
NCT03390504,Pembrolizumab,PEMBROLIZUMAB
NCT03844048,Venetoclax,VENETOCLAX
NCT04302025,Alectinib,ALECTINIB
NCT04302025,Entrectinib,ENTRECTINIB
NCT04302025,Vemurafenib,VEMURAFENIB
NCT04302025,Cobimetinib,COBIMETINIB
NCT04302025,Pralsetinib,PRALSETINIB
NCT04302025,Atezolizumab,ATEZOLIZUMAB
NCT04302025,Divarasib,DIVARASIB
NCT01946204,Apalutamide,APALUTAMIDE
NCT05661201,Doxorubicin,DOXORUBICIN HYDROCHLORIDE
NCT06646276,BMS-986489 (BMS-986012+Nivolumab),NIVOLUMAB
NCT06646276,Atezolizumab,ATEZOLIZUMAB
NCT06646276,Carboplatin,CARBOPLATIN
NCT06646276,Etoposide,ETOPOSIDE
NCT04585035,"D-1553 in combination with Drug: pembrolizumab, Drug:KEYTRUDA® , Drug: cetuximab, Drug: other",PEMBROLIZUMAB
NCT04585035,"D-1553 in combination with Drug: pembrolizumab, Drug:KEYTRUDA® , Drug: cetuximab, Drug: other",CETUXIMAB
NCT06252649,Sotorasib,SOTORASIB
NCT06252649,Panitumumab,PANITUMUMAB
NCT06252649,Bevacizumab-awwb,BEVACIZUMAB-AWWB
NCT06949982,Regorafenib (BAY 73-4506),REGORAFENIB
NCT06445062,cetuximab,CETUXIMAB
NCT06445062,gemcitabine,GEMCITABINE
NCT06445062,nab-paclitaxel,NAB-PACLITAXEL
NCT05661188,Atezolizumab plus Tiraglolumab,ATEZOLIZUMAB
NCT05952557,Camizestrant,CAMIZESTRANT
NCT05952557,Tamoxifen,TAMOXIFEN
NCT05952557,Anastrozole,ANASTROZOLE
NCT05952557,Letrozole,LETROZOLE
NCT05952557,Exemestane,EXEMESTANE
NCT05952557,Abemaciclib,ABEMACICLIB
NCT05352672,Fianlimab,FIANLIMAB
NCT05352672,Cemiplimab,CEMIPLIMAB
NCT05352672,Pembrolizumab,PEMBROLIZUMAB
NCT04833114,Polatuzumab Vedotin,POLATUZUMAB VEDOTIN
NCT04833114,Ifosfamide,IFOSFAMIDE
NCT04833114,Carboplatin,CARBOPLATIN
NCT04833114,Etoposide,ETOPOSIDE
NCT04793958,Cetuximab,CETUXIMAB
NCT06072781,avutometinib,AVUTOMETINIB
NCT06072781,Defactinib,DEFACTINIB
NCT06072781,Pegylated liposomal doxorubicin,DOXORUBICIN HYDROCHLORIDE
NCT06072781,Paclitaxel,PACLITAXEL
NCT06072781,Letrozole,LETROZOLE
NCT06072781,Anastrozole,ANASTROZOLE
NCT03869892,Trifluridine/tipiracil hydrochloride (S95005),TRIFLURIDINE
NCT03869892,Trifluridine/tipiracil hydrochloride (S95005),TIPIRACIL HYDROCHLORIDE
NCT03869892,Capecitabine,CAPECITABINE
NCT03155997,Abemaciclib,ABEMACICLIB
NCT03155997,Standard Adjuvant Endocrine Therapy,ADJUVANT
NCT03765918,Pembrolizumab 200 mg,PEMBROLIZUMAB
NCT03765918,Cisplatin 100 mg/m^2,CISPLATIN
NCT04623775,Nivolumab,NIVOLUMAB
NCT04623775,Relatlimab,RELATLIMAB
NCT04623775,Carboplatin,CARBOPLATIN
NCT04623775,Cisplatin,CISPLATIN
NCT04623775,Paclitaxel,PACLITAXEL
NCT04623775,Nab-Paclitaxel,NAB-PACLITAXEL
NCT03225664,Pembrolizumab,PEMBROLIZUMAB
NCT03225664,Trametinib,TRAMETINIB
NCT06875310,Adagrasib,ADAGRASIB
NCT06875310,Pembrolizumab,PEMBROLIZUMAB
NCT06875310,Carboplatin,CARBOPLATIN
NCT06875310,Cisplatin,CISPLATIN
NCT04116541,Ribociclib,RIBOCICLIB
NCT04116541,Alectinib,ALECTINIB
NCT04116541,Regorafenib,REGORAFENIB
NCT04116541,Trametinib,TRAMETINIB
NCT04116541,Dabrafenib,DABRAFENIB
NCT04116541,Avapritinib,AVAPRITINIB
NCT07409272,Oxaliplatin,OXALIPLATIN
NCT07409272,Irinotecan,IRINOTECAN HYDROCHLORIDE
NCT07409272,fluorouracil,FLUOROURACIL
NCT06682572,Avutometinib (VS-6766) + Defactinib (VS-6063),AVUTOMETINIB
NCT06682572,Avutometinib (VS-6766) + Defactinib (VS-6063),DEFACTINIB
NCT04092673,Sotorasib,SOTORASIB
NCT04092673,Fulvestrant,FULVESTRANT
NCT04092673,Abemaciclib,ABEMACICLIB
NCT04092673,Trastuzumab,TRASTUZUMAB
NCT07247110,Pembrolizumab,PEMBROLIZUMAB
NCT07247110,Cetuximab,CETUXIMAB
NCT06416410,Tislelizumab,TISLELIZUMAB
NCT06416410,Carboplatin,CARBOPLATIN
NCT06946927,Carboplatin,CARBOPLATIN
NCT03126916,Busulfan,BUSULFAN
NCT03126916,Carboplatin,CARBOPLATIN
NCT03126916,Cisplatin,CISPLATIN
NCT03126916,Cyclophosphamide,CYCLOPHOSPHAMIDE
NCT03126916,Dexrazoxane Hydrochloride,DEXRAZOXANE
NCT03126916,Dinutuximab,DINUTUXIMAB
NCT03126916,Doxorubicin Hydrochloride,DOXORUBICIN HYDROCHLORIDE
NCT03126916,Etoposide Phosphate,ETOPOSIDE PHOSPHATE
NCT03126916,Iobenguane I-123,IOBENGUANE I-123
NCT03126916,Iobenguane I-131,IOBENGUANE I-131
NCT03126916,Isotretinoin,ISOTRETINOIN
NCT03126916,Lorlatinib,LORLATINIB
NCT03126916,Melphalan Hydrochloride,MELPHALAN HYDROCHLORIDE
NCT03126916,Sargramostim,SARGRAMOSTIM
NCT03126916,Thiotepa,THIOTEPA
NCT03126916,Topotecan Hydrochloride,TOPOTECAN HYDROCHLORIDE
NCT03126916,Vincristine Sulfate,VINCRISTINE SULFATE
NCT03917043,APG-2449,APG-2449
NCT02650401,Entrectinib,ENTRECTINIB
NCT06550336,Chidamide,CHIDAMIDE
NCT02568267,Entrectinib,ENTRECTINIB
NCT05170204,Alectinib,ALECTINIB
NCT05170204,Entrectinib,ENTRECTINIB
NCT05170204,Durvalumab,DURVALUMAB
NCT06225427,Gilteritinib,GILTERITINIB
NCT06765109,Alectinib,ALECTINIB
NCT02767804,X-396 (ensartinib),ENSARTINIB
NCT02767804,crizotinib,CRIZOTINIB
NCT02321501,Ceritinib,CERITINIB
NCT02321501,Everolimus,EVEROLIMUS
NCT03194893,Alectinib,ALECTINIB
NCT03194893,Crizotinib,CRIZOTINIB
NCT04318938,Brigatinib,BRIGATINIB
NCT04318938,Tyrosine kinase inhibitor,TYROSINE KINASE INHIBITOR
NCT05525338,Alectinib,ALECTINIB
NCT06834373,Golcadomide,GOLCADOMIDE
NCT06834373,Rituximab,RITUXIMAB
NCT03753685,X-396(Ensartinib) Capsule,ENSARTINIB
NCT06532149,Alectinib,ALECTINIB
NCT06532149,Brigatinib,BRIGATINIB
NCT06532149,Lorlatinib 100 mg,LORLATINIB
NCT06532149,Osimertinib,OSIMERTINIB
NCT06532149,Sotorasib,SOTORASIB
NCT06532149,Dabrafenib,DABRAFENIB
NCT06532149,Trametinib,TRAMETINIB
NCT06532149,Selpercatinib,SELPERCATINIB
