drug_claim_name,nomenclature,concept_id,drug_name,approved,immunotherapy,anti_neoplastic,source_db_name,source_db_version,fda_approval_year,biomarker,drug_class,mechanism
"D-[3-hydroxy-2-methyl-5-phosphonooxymethyl-pyridin-4-ylmethyl]-N,O-cycloserylamide",Primary Name,drugbank:DB02038,"D-[3-HYDROXY-2-METHYL-5-PHOSPHONOOXYMETHYL-PYRIDIN-4-YLMETHYL]-N,O-CYCLOSERYLAMIDE",False,False,False,DrugBank,5.1.12,,,,
"N,N-dimethylglycine",Primary Drug Name,rxcui:1313173,"N,N-DIMETHYLGLYCINE",True,False,False,RxNorm,20240401,,,,
"4-(2,4-Dimethyl-Thiazol-5-Yl)-Pyrimidin-2-Ylamine",Primary Name,drugbank:DB02091,"4-(2,4-DIMETHYL-THIAZOL-5-YL)-PYRIMIDIN-2-YLAMINE",False,False,False,DrugBank,5.1.12,,,,
hadacidin,Primary Drug Name,drugbank:DB02109,HADACIDIN,False,False,False,Wikidata,20240411,,,,
Zenarestat,Primary Drug Name,ncit:C72879,ZENARESTAT,False,False,False,NCIt,24.02d,,,,
"S,S'-(1,4-Phenylene-Bis(1,2-Ethanediyl))Bis-Isothiourea",Primary Name,drugbank:DB02141,"S,S'-(1,4-PHENYLENE-BIS(1,2-ETHANEDIYL))BIS-ISOTHIOUREA",False,False,False,DrugBank,5.1.12,,,,
butyl alcohol,Primary Drug Name,rxcui:1310579,BUTYL ALCOHOL,True,False,False,RxNorm,20240401,,,,
6-bromopurine,Primary Name,drugbank:DB02168,6-BROMOPURINE,False,False,False,DrugBank,5.1.12,,,,
phenylacetaldehyde,Primary Drug Name,rxcui:1367159,PHENYLACETALDEHYDE,False,False,False,RxNorm,20240401,,,,
Cordycepin Triphosphate,Primary Drug Name,ncit:C967,CORDYCEPIN TRIPHOSPHATE,False,False,False,NCIt,24.02d,,,,
Metanitrophenyl-Alpha-D-Galactoside,Primary Name,drugbank:DB02213,METANITROPHENYL-ALPHA-D-GALACTOSIDE,False,False,False,DrugBank,5.1.12,,,,
"4-(Aminosulfonyl)-N-[(2,4,6-Trifluorophenyl)Methyl]-Benzamide",Primary Name,drugbank:DB02221,"4-(AMINOSULFONYL)-N-[(2,4,6-TRIFLUOROPHENYL)METHYL]-BENZAMIDE",False,False,False,DrugBank,5.1.12,,,,
5-Iodo-2'-Deoxyuridine-5'-Monophosphate,Primary Name,drugbank:DB02324,5-IODO-2'-DEOXYURIDINE-5'-MONOPHOSPHATE,False,False,False,DrugBank,5.1.12,,,,
carbenoxolone,Primary Drug Name,rxcui:2017,CARBENOXOLONE,True,False,False,RxNorm,20240401,,,,
monofluorophosphate ion,Primary Drug Name,rxcui:1546445,MONOFLUOROPHOSPHATE ION,False,False,False,RxNorm,20240401,,,,
"N-Hydroxy-4-[(4-Methoxylphenyl)Sulfonyl]-2,2-Dimethyl-Hexahydro-1,4-Thiazepine-3(S)-Carboxamide",Primary Name,drugbank:DB02350,"N-HYDROXY-4-[(4-METHOXYLPHENYL)SULFONYL]-2,2-DIMETHYL-HEXAHYDRO-1,4-THIAZEPINE-3(S)-CARBOXAMIDE",False,False,False,DrugBank,5.1.12,,,,
6-O-Cyclohexylmethyl Guanine,Primary Name,drugbank:DB02407,6-O-CYCLOHEXYLMETHYL GUANINE,False,False,False,DrugBank,5.1.12,,,,
2-Deoxy-2-Amino Glucitol-6-Phosphate,Primary Name,drugbank:DB02445,2-DEOXY-2-AMINO GLUCITOL-6-PHOSPHATE,False,False,False,DrugBank,5.1.12,,,,
N-({4-[4-(2-Methyl-1H-imidazol-1-yl)butyl]phenyl}acetyl)-L-seryl-N-(2-cyclohexylethyl)-L-lysinamide,Primary Name,drugbank:DB02477,N-({4-[4-(2-METHYL-1H-IMIDAZOL-1-YL)BUTYL]PHENYL}ACETYL)-L-SERYL-N-(2-CYCLOHEXYLETHYL)-L-LYSINAMIDE,False,False,False,DrugBank,5.1.12,,,,
"1,6-Fructose Diphosphate (Linear Form)",Primary Name,drugbank:DB02512,"1,6-FRUCTOSE DIPHOSPHATE (LINEAR FORM)",False,False,False,DrugBank,5.1.12,,,,
"10-formyl-5,8,10-trideazafolic acid",Primary Name,drugbank:DB02540,"10-FORMYL-5,8,10-TRIDEAZAFOLIC ACID",False,False,False,DrugBank,5.1.12,,,,
Glutathionylspermidine disulfide,Primary Name,drugbank:DB02553,GLUTATHIONYLSPERMIDINE DISULFIDE,False,False,False,DrugBank,5.1.12,,,,
acrylic acid,Primary Drug Name,rxcui:1368626,ACRYLIC ACID,True,False,False,RxNorm,20240401,,,,
deoxycytidine,Primary Drug Name,rxcui:2642208,DEOXYCYTIDINE,False,False,False,RxNorm,20240401,,,,
Balanol Analog 1,Primary Name,drugbank:DB02611,BALANOL ANALOG 1,False,False,False,DrugBank,5.1.12,,,,
"2,8-bis[oxido(oxo)vanadio]-1,1,1,3,5,5,7,7,9,9,9-undecaoxopentavanadoxane-2,8-diium",Primary Name,drugbank:DB02681,"2,8-BIS[OXIDO(OXO)VANADIO]-1,1,1,3,5,5,7,7,9,9,9-UNDECAOXOPENTAVANADOXANE-2,8-DIIUM",False,False,False,DrugBank,5.1.12,,,,
acetamide,Primary Drug Name,rxcui:2475952,ACETAMIDE,False,False,False,RxNorm,20240401,,,,
uridine,Primary Drug Name,rxcui:11017,URIDINE,True,False,False,RxNorm,20240401,,,,
S-(Methylmercury)-L-Cysteine,Primary Name,drugbank:DB02750,S-(METHYLMERCURY)-L-CYSTEINE,False,False,False,DrugBank,5.1.12,,,,
"7-(1,1-Dioxo-1h-Benzo[D]Isothiazol-3-Yloxymethyl)-2-(Oxalyl-Amino)-4,7-Dihydro-5h-Thieno[2,3-C]Pyran-3-Carboxylic Acid",Primary Name,drugbank:DB02827,"7-(1,1-DIOXO-1H-BENZO[D]ISOTHIAZOL-3-YLOXYMETHYL)-2-(OXALYL-AMINO)-4,7-DIHYDRO-5H-THIENO[2,3-C]PYRAN-3-CARBOXYLIC ACID",False,False,False,DrugBank,5.1.12,,,,
Siroheme,Primary Name,drugbank:DB02832,SIROHEME,False,False,False,DrugBank,5.1.12,,,,
"3,4-Dihydro-2h-Pyrrolium-5-Carboxylate",Primary Name,drugbank:DB02838,"3,4-DIHYDRO-2H-PYRROLIUM-5-CARBOXYLATE",False,False,False,DrugBank,5.1.12,,,,
3-(2-Aminoethyl)-4-(Aminomethyl)Heptanedioic Acid,Primary Name,drugbank:DB02878,3-(2-AMINOETHYL)-4-(AMINOMETHYL)HEPTANEDIOIC ACID,False,False,False,DrugBank,5.1.12,,,,
3-(6-Aminopyridin-3-Yl)-N-Methyl-N-[(1-Methyl-1h-Indol-2-Yl)Methyl]Acrylamide,Primary Name,drugbank:DB01865,3-(6-AMINOPYRIDIN-3-YL)-N-METHYL-N-[(1-METHYL-1H-INDOL-2-YL)METHYL]ACRYLAMIDE,False,False,False,DrugBank,5.1.12,,,,
Bis(5-Amidino-2-Benzimidazolyl)Methanone,Primary Name,drugbank:DB01876,BIS(5-AMIDINO-2-BENZIMIDAZOLYL)METHANONE,False,False,False,DrugBank,5.1.12,,,,
Sinefungin,Primary Name,ncit:C73041,SINEFUNGIN,False,False,False,DrugBank,5.1.12,,,,
(S)-blebbistatin,Primary Name,drugbank:DB01944,(S)-BLEBBISTATIN,False,False,False,DrugBank,5.1.12,,,,
Rolipram,Primary Name,ncit:C72842,ROLIPRAM,False,False,False,DrugBank,5.1.12,,,,
coenzyme A,Primary Drug Name,rxcui:1314344,COENZYME A,False,False,False,RxNorm,20240401,,,,
N-(5'-Phosphopyridoxyl)-D-Alanine,Primary Name,drugbank:DB01993,N-(5'-PHOSPHOPYRIDOXYL)-D-ALANINE,False,False,False,DrugBank,5.1.12,,,,
dihydrofolic acid,Primary Drug Name,rxcui:2267573,DIHYDROFOLIC ACID,False,False,False,RxNorm,20240401,,,,
"N-(3-Cyclopropyl(5,6,7,8,9,10-Hexahydro-2-Oxo-2h-Cycloocta[B]Pyran-3-Yl)Methyl)Phenylbenzensulfonamide",Primary Name,drugbank:DB02033,"N-(3-CYCLOPROPYL(5,6,7,8,9,10-HEXAHYDRO-2-OXO-2H-CYCLOOCTA[B]PYRAN-3-YL)METHYL)PHENYLBENZENSULFONAMIDE",False,False,False,DrugBank,5.1.12,,,,
cyclohexanone,Primary Drug Name,rxcui:2362166,CYCLOHEXANONE,False,False,False,RxNorm,20240401,,,,
2-Aminoethanimidic Acid,Primary Name,drugbank:DB02108,2-AMINOETHANIMIDIC ACID,False,False,False,DrugBank,5.1.12,,,,
Chlorophyll A,Primary Name,drugbank:DB02133,CHLOROPHYLL A,False,False,False,DrugBank,5.1.12,,,,
Pyridoxamine Phosphate Anhydrous,Primary Drug Name,ncit:C81631,PYRIDOXAMINE PHOSPHATE ANHYDROUS,False,False,False,NCIt,24.02d,,,,
Stanolone,Primary Drug Name,ncit:C72098,STANOLONE,False,False,False,NCIt,24.02d,,,,
"1,3-bis-([[3-(4-{3-[3-nitro-5-(galactopyranosyloxy)-benzoylamino]-propyl}-piperazin-1-yl)-propylamino-3,4-dioxo-cyclobutenyl]-amino-ethyl]-amino-carbonyloxy)-2-amino-propane",Primary Name,drugbank:DB02903,"1,3-BIS-([[3-(4-{3-[3-NITRO-5-(GALACTOPYRANOSYLOXY)-BENZOYLAMINO]-PROPYL}-PIPERAZIN-1-YL)-PROPYLAMINO-3,4-DIOXO-CYCLOBUTENYL]-AMINO-ETHYL]-AMINO-CARBONYLOXY)-2-AMINO-PROPANE",False,False,False,DrugBank,5.1.12,,,,
5-(2-Chlorophenyl)Furan-2-Carboxylic Acid,Primary Name,drugbank:DB02909,5-(2-CHLOROPHENYL)FURAN-2-CARBOXYLIC ACID,False,False,False,DrugBank,5.1.12,,,,
piretanide,Primary Drug Name,rxcui:33770,PIRETANIDE,False,False,False,RxNorm,20240401,,,,
ricinoleic acid,Primary Drug Name,rxcui:35605,RICINOLEIC ACID,True,False,False,RxNorm,20240401,,,,
benzimidazole,Primary Drug Name,rxcui:1362885,BENZIMIDAZOLE,False,False,False,RxNorm,20240401,,,,
ge-2270a,Primary Drug Name,drugbank:DB02975,GE-2270A,False,False,False,Wikidata,20240411,,,,
Imino-Tryptophan,Primary Name,drugbank:DB02988,IMINO-TRYPTOPHAN,False,False,False,DrugBank,5.1.12,,,,
N-acetyl-beta-D-glucosaminyl-(1-,Primary Name,drugbank:DB03013,N-ACETYL-BETA-D-GLUCOSAMINYL-(1->4)-N-ACETYL-BETA-D-GLUCOSAMINE,False,False,False,DrugBank,5.1.12,,,,
(R)-N-(1-Methyl-Hexyl)-Formamide,Primary Name,drugbank:DB03061,(R)-N-(1-METHYL-HEXYL)-FORMAMIDE,False,False,False,DrugBank,5.1.12,,,,
pyrrolidonecarboxylic acid,Primary Drug Name,rxcui:9036,PYRROLIDONECARBOXYLIC ACID,True,False,False,RxNorm,20240401,,,,
5-(1-Carboxy-1-Phosphonooxy-Ethoxyl)-Shikimate-3-Phosphate,Primary Name,drugbank:DB03116,5-(1-CARBOXY-1-PHOSPHONOOXY-ETHOXYL)-SHIKIMATE-3-PHOSPHATE,False,False,False,DrugBank,5.1.12,,,,
"4,5-Dimethyl-1,2-phenylenediamine",Primary Name,drugbank:DB03180,"4,5-DIMETHYL-1,2-PHENYLENEDIAMINE",False,False,False,DrugBank,5.1.12,,,,
stearic acid,Primary Drug Name,rxcui:1310551,STEARIC ACID,True,False,False,RxNorm,20240401,,,,
Flavin Mononucleotide,Primary Drug Name,ncit:C61925,FLAVIN MONONUCLEOTIDE,False,False,False,NCIt,24.02d,,,,
Cephalosporin C,Primary Drug Name,drugbank:DB03313,CEPHALOSPORIN C,False,False,False,ChemIDplus,20230222,,,,
heptyl glucoside,Primary Drug Name,rxcui:2462498,HEPTYL GLUCOSIDE,False,False,False,RxNorm,20240401,,,,
hexadecanal,Primary Drug Name,rxcui:2049630,HEXADECANAL,False,False,False,RxNorm,20240401,,,,
Enalkiren,Primary Drug Name,ncit:C87729,ENALKIREN,False,False,False,NCIt,24.02d,,,,
N2-[(Benzyloxy)carbonyl]-N-[(3R)-1-{N-[(benzyloxy)carbonyl]-L-leucyl}-4-oxo-3-pyrrolidinyl]-L-leucinamide,Primary Name,drugbank:DB03405,N2-[(BENZYLOXY)CARBONYL]-N-[(3R)-1-{N-[(BENZYLOXY)CARBONYL]-L-LEUCYL}-4-OXO-3-PYRROLIDINYL]-L-LEUCINAMIDE,False,False,False,DrugBank,5.1.12,,,,
Lexacalcitol,Primary Drug Name,ncit:C80885,LEXACALCITOL,False,False,False,NCIt,24.02d,,,,
2-(4-Chlorophenyl)-5-Quinoxalinecarboxamide,Primary Name,drugbank:DB03509,2-(4-CHLOROPHENYL)-5-QUINOXALINECARBOXAMIDE,False,False,False,DrugBank,5.1.12,,,,
mecobalamin,Primary Drug Name,rxcui:29421,MECOBALAMIN,True,False,False,RxNorm,20240401,,,,
4-Sulfonamide-[1-(4-Aminobutane)]Benzamide,Primary Name,drugbank:DB03697,4-SULFONAMIDE-[1-(4-AMINOBUTANE)]BENZAMIDE,False,False,False,DrugBank,5.1.12,,,,
5-Mercaptoethanol-2-decenoyl-coenzyme A,Primary Name,drugbank:DB03698,5-MERCAPTOETHANOL-2-DECENOYL-COENZYME A,False,False,False,DrugBank,5.1.12,,,,
Coproporphyrin I,Primary Name,drugbank:DB03727,COPROPORPHYRIN I,False,False,False,DrugBank,5.1.12,,,,
N-Acetyl-Alpha-D-Glucosamine,Primary Drug Name,ncit:C77375,N-ACETYL-ALPHA-D-GLUCOSAMINE,False,False,False,NCIt,24.02d,,,,
"1-[4-(Octahydro-Pyrido[1,2-a]Pyrazin-2-Yl)-Phenyl]-2-Phenyl-1,2,3,4-Tetrahydro-Isoquinolin-6-Ol",Primary Name,drugbank:DB03802,"1-[4-(OCTAHYDRO-PYRIDO[1,2-A]PYRAZIN-2-YL)-PHENYL]-2-PHENYL-1,2,3,4-TETRAHYDRO-ISOQUINOLIN-6-OL",False,False,False,DrugBank,5.1.12,,,,
Fucitol,Primary Name,drugbank:DB03815,FUCITOL,False,False,False,DrugBank,5.1.12,,,,
Cadaverine,Primary Drug Name,ncit:C95330,CADAVERINE,False,False,False,NCIt,24.02d,,,,
Thionicotinamide-Adenine-Dinucleotide,Primary Name,drugbank:DB03893,THIONICOTINAMIDE-ADENINE-DINUCLEOTIDE,False,False,False,DrugBank,5.1.12,,,,
urea,Primary Drug Name,rxcui:11002,UREA,True,False,False,RxNorm,20240401,,,,
Freselestat,Primary Drug Name,ncit:C96306,FRESELESTAT,False,False,False,NCIt,24.02d,,,,
dodecyl sulfate,Primary Drug Name,rxcui:1362927,DODECYL SULFATE,True,False,False,RxNorm,20240401,,,,
ethanolamine,Primary Drug Name,rxcui:24457,ETHANOLAMINE,True,False,False,RxNorm,20240401,,,,
"4-(2-{[4-{[3-(4-Chlorophenyl)Propyl]Sulfanyl}-6-(1-Piperazinyl)-1,3,5-Triazin-2-Yl]Amino}Ethyl)Phenol",Primary Name,drugbank:DB04020,"4-(2-{[4-{[3-(4-CHLOROPHENYL)PROPYL]SULFANYL}-6-(1-PIPERAZINYL)-1,3,5-TRIAZIN-2-YL]AMINO}ETHYL)PHENOL",False,False,False,DrugBank,5.1.12,,,,
"(4s-Trans)-4-(Methylamino)-5,6-Dihydro-6-Methyl-4h-Thieno(2,3-B)Thiopyran-2-Sulfonamide-7,7-Dioxide",Primary Name,drugbank:DB04081,"(4S-TRANS)-4-(METHYLAMINO)-5,6-DIHYDRO-6-METHYL-4H-THIENO(2,3-B)THIOPYRAN-2-SULFONAMIDE-7,7-DIOXIDE",False,False,False,DrugBank,5.1.12,,,,
aurodox,Primary Drug Name,drugbank:DB04124,AURODOX,False,False,False,Wikidata,20240411,,,,
N-Alpha-(2-Naphthylsulfonyl)-N(3-Amidino-L-Phenylalaninyl)-4-Acetyl-Piperazine,Primary Name,drugbank:DB04125,N-ALPHA-(2-NAPHTHYLSULFONYL)-N(3-AMIDINO-L-PHENYLALANINYL)-4-ACETYL-PIPERAZINE,False,False,False,DrugBank,5.1.12,,,,
Bropirimine,Primary Drug Name,ncit:C1024,BROPIRIMINE,False,False,False,NCIt,24.02d,,,,
"3-(alpha-D-galactopyranosyloxy)-N-(3-{4-[3-({2-[(3-{4-[3-({[3-(hexopyranosyloxy)-5-nitrophenyl]carbonyl}amino)propyl]piperazin-1-yl}propyl)amino]-3,4-dioxocyclobut-1-en-1-yl}amino)propyl]piperazin-1-yl}propyl)-5-nitrobenzamide",Primary Name,drugbank:DB04210,"3-(ALPHA-D-GALACTOPYRANOSYLOXY)-N-(3-{4-[3-({2-[(3-{4-[3-({[3-(HEXOPYRANOSYLOXY)-5-NITROPHENYL]CARBONYL}AMINO)PROPYL]PIPERAZIN-1-YL}PROPYL)AMINO]-3,4-DIOXOCYCLOBUT-1-EN-1-YL}AMINO)PROPYL]PIPERAZIN-1-YL}PROPYL)-5-NITROBENZAMIDE",False,False,False,DrugBank,5.1.12,,,,
4-hydroxybenzoic acid,Primary Drug Name,rxcui:1649527,4-HYDROXYBENZOIC ACID,False,False,False,RxNorm,20240401,,,,
inosine,Primary Drug Name,rxcui:1483575,INOSINE,False,False,False,RxNorm,20240401,,,,
"Tert-butyl N-[(2S,5R)-6-[[(2S)-5-amino-1-[[(2S)-1-amino-1-oxo-3-phenylpropan-2-yl]amino]-1,5-dioxopentan-2-yl]amino]-5-benzyl-3,6-dioxo-1-phenylhexan-2-yl]carbamate",Primary Name,drugbank:DB04353,"TERT-BUTYL N-[(2S,5R)-6-[[(2S)-5-AMINO-1-[[(2S)-1-AMINO-1-OXO-3-PHENYLPROPAN-2-YL]AMINO]-1,5-DIOXOPENTAN-2-YL]AMINO]-5-BENZYL-3,6-DIOXO-1-PHENYLHEXAN-2-YL]CARBAMATE",False,False,False,DrugBank,5.1.12,,,,
3-(4-Phenylamino-Phenylamino)-2-(1h-Tetrazol-5-Yl)-Acrylonitrile,Primary Name,drugbank:DB04430,3-(4-PHENYLAMINO-PHENYLAMINO)-2-(1H-TETRAZOL-5-YL)-ACRYLONITRILE,False,False,False,DrugBank,5.1.12,,,,
erythritol,Primary Drug Name,rxcui:1369563,ERYTHRITOL,True,False,False,RxNorm,20240401,,,,
octanoic acid,Primary Drug Name,rxcui:20178,OCTANOIC ACID,True,False,False,RxNorm,20240401,,,,
cholesterol,Primary Drug Name,rxcui:2438,CHOLESTEROL,True,False,False,RxNorm,20240401,,,,
"4-acetamido-2,4-didexoy-D-glycero-beta-D-galacto-octopyranosylphosphonic acid",Primary Name,drugbank:DB04561,"4-ACETAMIDO-2,4-DIDEXOY-D-GLYCERO-BETA-D-GALACTO-OCTOPYRANOSYLPHOSPHONIC ACID",False,False,False,DrugBank,5.1.12,,,,
3-Bromo-3-buten-1-ol,Primary Name,drugbank:DB04592,3-BROMO-3-BUTEN-1-OL,False,False,False,DrugBank,5.1.12,,,,
aniracetam,Primary Drug Name,rxcui:17939,ANIRACETAM,False,False,False,RxNorm,20240401,,,,
Cycloleucine,Primary Drug Name,ncit:C404,CYCLOLEUCINE,False,False,False,NCIt,24.02d,,,,
Carboxin,Primary Drug Name,drugbank:DB04657,CARBOXIN,False,False,False,ChemIDplus,20230222,,,,
citraconic acid,Primary Drug Name,rxcui:1435287,CITRACONIC ACID,True,False,False,RxNorm,20240401,,,,
nimesulide,Primary Drug Name,rxcui:53694,NIMESULIDE,False,False,False,RxNorm,20240401,,,,
bifonazole,Primary Drug Name,rxcui:19295,BIFONAZOLE,True,False,False,RxNorm,20240401,,,,
LYM-1,Primary Name,chembl:CHEMBL2109447,LYM-1,False,False,False,ChEMBL,33,,,,
zomepirac,Primary Drug Name,rxcui:39994,ZOMEPIRAC,False,False,False,RxNorm,20240401,,,,
ixabepilone,Primary Drug Name,rxcui:337523,IXABEPILONE,True,False,False,RxNorm,20240401,,,,
huperzine A,Primary Drug Name,rxcui:2267703,HUPERZINE A,False,False,False,RxNorm,20240401,,,,
calanolide A,Primary Drug Name,drugbank:DB04886,CALANOLIDE A,False,False,False,Wikidata,20240411,,,,
pegaptanib,Primary Drug Name,rxcui:498509,PEGAPTANIB,True,False,False,RxNorm,20240401,,,,
Ceftobiprole,Primary Drug Name,ncit:C65306,CEFTOBIPROLE,False,False,False,NCIt,24.02d,,,,
Afelimomab,Primary Drug Name,ncit:C166960,AFELIMOMAB,False,False,False,NCIt,24.02d,,,,
Verpasep Caltespen,Primary Drug Name,ncit:C2811,VERPASEP CALTESPEN,False,False,False,NCIt,24.02d,,,,
Lesopitron,Primary Drug Name,ncit:C80761,LESOPITRON,False,False,False,NCIt,24.02d,,,,
Talampanel,Primary Drug Name,ncit:C38139,TALAMPANEL,False,False,False,NCIt,24.02d,,,,
Denufosol,Primary Drug Name,ncit:C78118,DENUFOSOL,False,False,False,NCIt,24.02d,,,,
Obinepitide,Primary Drug Name,ncit:C175168,OBINEPITIDE,False,False,False,NCIt,24.02d,,,,
abaloparatide,Primary Drug Name,rxcui:1921069,ABALOPARATIDE,True,False,False,RxNorm,20240401,,,,
Tetrathiomolybdate,Primary Drug Name,ncit:C160684,TETRATHIOMOLYBDATE,False,False,False,NCIt,24.02d,,,,
Labetuzumab,Primary Drug Name,ncit:C2043,LABETUZUMAB,False,False,False,NCIt,24.02d,,,,
leptin,Primary Drug Name,rxcui:1441651,LEPTIN,False,False,False,RxNorm,20240401,,,,
Malonic acid,Primary Name,drugbank:DB02175,MALONIC ACID,False,False,False,DrugBank,5.1.12,,,,
Elsamitrucin,Primary Drug Name,ncit:C1080,ELSAMITRUCIN,False,False,False,NCIt,24.02d,,,,
FavId,Primary Name,drugbank:DB05249,FAVID,False,False,False,DrugBank,5.1.12,,,,
Fenoxaprop-ethyl,Primary Drug Name,drugbank:DB05252,FENOXAPROP-ETHYL,False,False,False,ChemIDplus,20230222,,,,
Ronacaleret,Primary Drug Name,ncit:C81351,RONACALERET,False,False,False,NCIt,24.02d,,,,
Ecabet,Primary Drug Name,ncit:C65504,ECABET,False,False,False,NCIt,24.02d,,,,
Keyhole Limpet Hemocyanin,Primary Drug Name,ncit:C1139,KEYHOLE LIMPET HEMOCYANIN,False,False,False,NCIt,24.02d,,,,
Arundic Acid,Primary Drug Name,ncit:C80993,ARUNDIC ACID,False,False,False,NCIt,24.02d,,,,
Tifuvirtide,Primary Drug Name,ncit:C152617,TIFUVIRTIDE,False,False,False,NCIt,24.02d,,,,
DAS-431 IV,Primary Name,drugbank:DB05432,DAS-431 IV,False,False,False,DrugBank,5.1.12,,,,
Custirsen,Primary Drug Name,ncit:C169869,CUSTIRSEN,False,False,True,NCIt,24.02d,,,,
bms-488043,Primary Drug Name,drugbank:DB05532,BMS-488043,False,False,False,Wikidata,20240411,,,,
Cositecan,Primary Drug Name,ncit:C1877,COSITECAN,False,False,False,NCIt,24.02d,,,,
SB-559448,Primary Name,drugbank:DB05930,SB-559448,False,False,False,DrugBank,5.1.12,,,,
Denibulin,Primary Drug Name,ncit:C77065,DENIBULIN,False,False,False,NCIt,24.02d,,,,
Edonerpic,Primary Drug Name,ncit:C174903,EDONERPIC,False,False,False,NCIt,24.02d,,,,
Plinabulin,Primary Drug Name,ncit:C62444,PLINABULIN,False,False,False,NCIt,24.02d,,,,
Glembatumumab Vedotin,Primary Drug Name,ncit:C78449,GLEMBATUMUMAB VEDOTIN,False,False,False,NCIt,24.02d,,,,
SNX-5422,Primary Name,drugbank:DB06070,SNX-5422,False,False,False,DrugBank,5.1.12,,,,
icatibant,Primary Drug Name,rxcui:1148138,ICATIBANT,True,False,False,RxNorm,20240401,,,,
tapentadol,Primary Drug Name,rxcui:787390,TAPENTADOL,True,False,False,RxNorm,20240401,,,,
Nelipepimut-S,Primary Drug Name,ncit:C117985,NELIPEPIMUT-S,False,False,False,NCIt,24.02d,,,,
eflornithine,Primary Drug Name,rxcui:569,EFLORNITHINE,True,False,False,RxNorm,20240401,,,,
Arzoxifene,Primary Drug Name,ncit:C1805,ARZOXIFENE,False,False,False,NCIt,24.02d,,,,
Incadronic Acid,Primary Drug Name,ncit:C65906,INCADRONIC ACID,False,False,False,NCIt,24.02d,,,,
Elinogrel,Primary Drug Name,ncit:C96896,ELINOGREL,False,False,False,NCIt,24.02d,,,,
Xaliproden,Primary Drug Name,ncit:C152924,XALIPRODEN,False,False,False,NCIt,24.02d,,,,
Human C1-Esterase Inhibitor,Primary Drug Name,ncit:C87730,HUMAN C1-ESTERASE INHIBITOR,True,False,False,NCIt,24.02d,,,,
Taribavirin,Primary Drug Name,ncit:C76499,TARIBAVIRIN,False,False,False,NCIt,24.02d,,,,
Semaxanib,Primary Drug Name,ncit:C1831,SEMAXANIB,False,False,False,NCIt,24.02d,,,,
Sarizotan,Primary Drug Name,ncit:C77567,SARIZOTAN,False,False,False,NCIt,24.02d,,,,
Tecastemizole,Primary Drug Name,ncit:C76065,TECASTEMIZOLE,False,False,False,NCIt,24.02d,,,,
Cariporide,Primary Drug Name,ncit:C76028,CARIPORIDE,False,False,False,NCIt,24.02d,,,,
Fradafiban,Primary Drug Name,ncit:C65769,FRADAFIBAN,False,False,False,NCIt,24.02d,,,,
Adipiplon,Primary Drug Name,ncit:C76933,ADIPIPLON,False,False,False,NCIt,24.02d,,,,
teplizumab,Primary Drug Name,rxcui:2621880,TEPLIZUMAB,True,False,False,RxNorm,20240401,,,,
"4-[(4-Imidazo[1,2-a]Pyridin-3-Ylpyrimidin-2-Yl)Amino]Benzenesulfonamide",Primary Name,drugbank:DB02197,"4-[(4-IMIDAZO[1,2-A]PYRIDIN-3-YLPYRIMIDIN-2-YL)AMINO]BENZENESULFONAMIDE",False,False,False,DrugBank,5.1.12,,,,
aprotinin,Primary Drug Name,rxcui:1056,APROTININ,True,False,False,RxNorm,20240401,,,,
levonordefrin,Primary Drug Name,rxcui:132889,LEVONORDEFRIN,True,False,False,RxNorm,20240401,,,,
methacholine,Primary Drug Name,rxcui:155080,METHACHOLINE,True,False,False,RxNorm,20240401,,,,
naphazoline,Primary Drug Name,rxcui:7247,NAPHAZOLINE,True,False,False,RxNorm,20240401,,,,
fospropofol,Primary Drug Name,rxcui:828682,FOSPROPOFOL,True,False,False,RxNorm,20240401,,,,
stanozolol,Primary Drug Name,rxcui:10032,STANOZOLOL,True,False,False,RxNorm,20240401,,,,
aniline,Primary Drug Name,rxcui:1441546,ANILINE,False,False,False,RxNorm,20240401,,,,
Ginsenoside Rg1,Primary Name,drugbank:DB06750,GINSENOSIDE RG1,False,False,False,DrugBank,5.1.12,,,,
danaparoid,Primary Drug Name,rxcui:78484,DANAPAROID,True,False,False,RxNorm,20240401,,,,
Sulfameter,Primary Drug Name,ncit:C66568,SULFAMETER,True,False,False,NCIt,24.02d,,,,
(2S)-2-[3-(AMINOMETHYL)PHENYL]-3-[(R)-HYDROXY{(1R)-2-METHYL-1-[(PHENYLSULFONYL)AMINO]PROPYL}PHOSPHORYL]PROPANOIC ACID,Primary Name,drugbank:DB06921,(2S)-2-[3-(AMINOMETHYL)PHENYL]-3-[(R)-HYDROXY{(1R)-2-METHYL-1-[(PHENYLSULFONYL)AMINO]PROPYL}PHOSPHORYL]PROPANOIC ACID,False,False,False,DrugBank,5.1.12,,,,
"N-ethyl-4-{[5-(methoxycarbamoyl)-2-methylphenyl]amino}-5-methylpyrrolo[2,1-f][1,2,4]triazine-6-carboxamide",Primary Name,drugbank:DB06940,"N-ETHYL-4-{[5-(METHOXYCARBAMOYL)-2-METHYLPHENYL]AMINO}-5-METHYLPYRROLO[2,1-F][1,2,4]TRIAZINE-6-CARBOXAMIDE",False,False,False,DrugBank,5.1.12,,,,
JNJ-27390467,Primary Name,drugbank:DB06962,JNJ-27390467,False,False,False,DrugBank,5.1.12,,,,
